ContactId,ClientId,Client,ProductId,ProductType,EffectiveDate,ExpireDate,Total
Member 1925,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-01-27,2020-09-27,1891.35
Member 1926,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-06-15,2021-08-14,2879.55
Member 1925,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-01-27,2020-10-27,1891.35
Member 1927,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE5C633F7D8C10E39208F24DDC16CE215,Subscription,2021-02-19,2022-02-18,68.85
Member 583,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xD9253A1EA544AFFE47E8607D79C00987,Subscription,2020-06-16,2020-12-15,376.65
Member 1928,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xEAD77ED9CD783A118F08D834AF2B31C7,Subscription,2020-01-30,2020-07-29,405.0
Member 1929,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-02-19,2021-10-18,1891.35
Member 1930,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-07-25,2021-09-24,3600.45
Member 1931,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-02-28,2019-08-27,1858.95
Member 1932,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0DAC7C46DC98EDBB1BDB75213E4D19B0,Subscription,2018-11-11,2019-11-10,85.05
Member 1933,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE5C633F7D8C10E39208F24DDC16CE215,Subscription,2021-02-20,2022-02-19,68.85
Member 1934,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-02-28,2020-02-27,68.85
Member 1736,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xD9253A1EA544AFFE47E8607D79C00987,Subscription,2018-11-13,2019-02-12,376.65
Member 1935,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-02-21,2021-08-20,376.65
Member 304,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xEAD77ED9CD783A118F08D834AF2B31C7,Subscription,2018-05-01,2018-07-31,405.0
Member 1936,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2019-09-11,2019-12-10,331.29
Member 1937,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-02-22,2021-10-21,2365.2
Member 304,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xEAD77ED9CD783A118F08D834AF2B31C7,Subscription,2018-05-01,2018-09-17,405.0
Member 772,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xD9253A1EA544AFFE47E8607D79C00987,Subscription,2020-07-04,2021-01-03,376.65
Member 1938,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-10-22,2020-04-21,1858.95
Member 1939,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2020-07-07,2021-01-06,441.45
Member 1430,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-05-06,2019-11-05,1858.95
Member 1243,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2019-07-02,2019-10-01,376.65
Member 1940,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-05-09,2019-11-08,1858.95
Member 829,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF03E5061F01B21EB88AC55668CDAE75D,Subscription,2019-07-09,2020-07-08,16.2
Member 1941,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32191D11C63C5BE35852EFA1641BF4F7,Subscription,2021-02-21,2021-08-20,20.25
Member 321,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x552571FB73C845340408ED36920963B8,Subscription,2019-07-12,2019-10-11,206.55
Member 1942,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-05-18,2020-05-17,68.85
Member 1943,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-02-23,2021-10-22,1891.35
Member 1944,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-05-28,2020-05-27,68.85
Member 1945,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2020-06-09,2020-12-08,376.65
Member 1946,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE5C633F7D8C10E39208F24DDC16CE215,Subscription,2021-02-27,2022-02-26,68.85
Member 1947,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2018-11-19,2019-02-18,282.69
Member 1948,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2020-06-11,2021-06-10,68.85
Member 1949,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-03-30,2021-11-29,1891.35
Member 1950,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2018-11-26,2019-11-25,2851.2
Member 697,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-11-21,2020-11-20,68.85
Member 1951,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xD280DDFA65F4652190E099FB2A91FDB5,Subscription,2021-03-31,2021-09-29,376.65
Member 1952,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2018-11-26,2019-11-25,2851.2
Member 1953,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-11-22,2020-11-21,68.85
Member 1954,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0DAC7C46DC98EDBB1BDB75213E4D19B0,Subscription,2019-01-17,2020-01-16,68.85
Member 1878,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x87495652A92D9EA494C2D9FD7966A651,Subscription,2019-12-11,2020-06-10,295.65
Member 1955,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0DAC7C46DC98EDBB1BDB75213E4D19B0,Subscription,2019-01-18,2020-01-17,68.85
Member 1956,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2018-11-05,2019-05-04,1858.95
Member 1957,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32191D11C63C5BE35852EFA1641BF4F7,Subscription,2021-02-10,2021-08-09,20.25
Member 1958,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0DAC7C46DC98EDBB1BDB75213E4D19B0,Subscription,2019-02-26,2020-02-25,85.05
Member 1959,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2018-03-19,2019-03-18,68.85
Member 1960,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2021-01-07,2022-03-06,2879.55
Member 306,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x8F2EED0BFBF6EFC8983854E039DBF3E7,Subscription,2019-03-24,2024-03-23,81.0
Member 1961,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-02-15,2021-10-14,2365.2
Member 306,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-03-24,2020-03-23,68.85
Member 1962,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7C2AE0446FC05360D50947C47F392B95,Subscription,2018-12-17,2019-03-16,376.65
Member 1963,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE5C633F7D8C10E39208F24DDC16CE215,Subscription,2021-02-17,2022-02-16,68.85
Member 306,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF3892206602395AA536A604E97C3A10D,Subscription,2019-03-24,2024-03-23,16.2
Member 1964,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7C2AE0446FC05360D50947C47F392B95,Subscription,2018-12-17,2019-03-16,376.65
Member 1965,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x87495652A92D9EA494C2D9FD7966A651,Subscription,2019-01-08,2019-04-07,295.65
Member 609,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-03-10,2021-11-09,1713.15
Member 1966,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-04-12,2021-04-11,2879.55
Member 285,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x8F2EED0BFBF6EFC8983854E039DBF3E7,Subscription,2018-08-07,2023-08-06,81.0
Member 1967,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-04-21,2021-10-20,376.65
Member 1968,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-04-21,2021-04-20,2879.55
Member 1969,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x695A84EA5F17890F1AFAC36158B3D210,Subscription,2019-11-02,2020-11-01,1012.5
Member 1968,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-04-21,2021-05-20,2879.55
Member 1968,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-04-21,2021-06-21,2879.55
Member 1970,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-11-04,2020-11-03,68.85
Member 1968,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2020-04-21,2021-07-21,2879.55
Member 550,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-11-05,2020-11-04,68.85
Member 1971,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-04-29,2021-12-28,1701.0
Member 1972,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2020-04-28,2020-10-27,441.45
Member 1060,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-11-05,2020-11-04,68.85
Member 1973,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2019-08-07,2019-11-06,376.65
Member 1974,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x621AFE977038ABD6E37F5F266CA5D2C9,Subscription,2020-12-15,2021-06-14,461.7
Member 1975,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC41659ECD564EF6E5B99E7BF5C33966F,Subscription,2019-08-12,2019-11-11,405.0
Member 1976,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x695A84EA5F17890F1AFAC36158B3D210,Subscription,2019-12-19,2020-12-18,1012.5
Member 1977,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-06-01,2021-11-30,376.65
Member 1459,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2018-11-05,2019-02-04,603.45
Member 1845,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2020-06-03,2021-06-02,85.05
Member 1459,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2018-11-05,2019-03-22,603.45
Member 1978,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE0784CF1EEDB9EBE9F720007EEB94E25,Subscription,2021-06-02,2021-12-01,265.68
Member 1979,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2020-06-04,2021-06-03,68.85
Member 1980,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2018-11-05,2019-11-04,2851.2
Member 1981,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-04,2022-02-03,2365.2
Member 1982,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-05,2021-02-04,1891.35
Member 613,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xD9253A1EA544AFFE47E8607D79C00987,Subscription,2020-06-16,2020-12-15,376.65
Member 1983,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-06,2021-02-05,1891.35
Member 957,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2019-09-16,2019-12-15,331.29
Member 1983,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-06,2021-03-05,1891.35
Member 1983,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-06,2021-04-05,1891.35
Member 1984,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0DAC7C46DC98EDBB1BDB75213E4D19B0,Subscription,2019-02-09,2020-02-08,68.85
Member 1985,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-07,2021-02-06,1891.35
Member 1986,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-04-23,2021-10-22,282.69
Member 1987,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-10,2020-02-09,2851.2
Member 1988,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-02-18,2566.08
Member 1989,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-10,2021-02-09,1891.35
Member 1990,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xE5C633F7D8C10E39208F24DDC16CE215,Subscription,2021-04-24,2022-04-23,68.85
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-02-18,3564.0
Member 1992,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2020-06-12,2021-02-11,1891.35
Member 1993,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-04-24,2021-12-23,1891.35
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-03-18,3564.0
Member 1994,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x849CA367DEF9707A9878805931CAAA3C,Subscription,2020-06-12,2020-12-11,221.94
Member 796,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-04-25,2021-10-24,376.65
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-04-18,3564.0
Member 1995,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x849CA367DEF9707A9878805931CAAA3C,Subscription,2020-06-12,2020-12-11,221.94
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-10-20,3564.0
Member 1996,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-10,2022-02-09,2365.2
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-11-20,3564.0
Member 1997,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-10-10,2020-04-09,1858.95
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-05-18,3564.0
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-06-18,3564.0
Member 1998,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-10-03,2020-10-02,85.05
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-07-19,3564.0
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-08-19,3564.0
Member 1999,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-11,2022-02-10,1891.35
Member 2000,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x695A84EA5F17890F1AFAC36158B3D210,Subscription,2019-10-03,2020-10-02,1206.9
Member 1991,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-02-19,2020-09-20,3564.0
Member 2001,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-11,2022-02-10,1701.0
Member 2002,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2018-01-30,2019-01-29,1858.95
Member 2003,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x35CB4447F83D479717941445F5C0FBA2,Subscription,2019-03-30,2024-03-29,16.2
Member 2004,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-03-15,2021-09-14,282.69
Member 2005,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2018-01-30,2019-01-29,2320.65
Member 2006,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-04-26,2020-04-25,2851.2
Member 811,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-06-21,2021-12-20,376.65
Member 2007,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2018-01-31,2019-01-30,1673.46
Member 2008,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x35CB4447F83D479717941445F5C0FBA2,Subscription,2018-08-20,2023-08-19,16.2
Member 2009,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-22,2022-02-21,1891.35
Member 2010,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5AC0D6B75FFF52E9F8FCDB8AF56E8AD7,Subscription,2018-08-04,2023-08-03,52.65
Member 2011,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2019-01-10,2019-04-09,376.65
Member 2012,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2018-08-12,2019-02-11,1673.46
Member 2011,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7275E812CFBE54D8099F2AA12B7B16A9,Subscription,2019-01-10,2019-05-09,376.65
Member 2013,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2018-08-17,2019-08-16,68.85
Member 2014,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-01-13,2020-01-12,2851.2
Member 778,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x4A5E1E8665F49208BC5058C685E8349F,Subscription,2020-06-09,2020-12-08,295.65
Member 622,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2018-07-19,2018-10-18,331.29
Member 2015,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7CA2DA1A6C6654627F7429C992A653B6,Subscription,2021-07-09,2022-01-08,603.45
Member 2016,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2018-12-20,2019-12-19,68.85
Member 14,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x552571FB73C845340408ED36920963B8,Subscription,2018-07-24,2018-10-23,206.55
Member 2017,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-07-09,2022-03-08,1701.0
Member 2018,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-12-30,2020-06-29,1858.95
Member 2019,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x7C2AE0446FC05360D50947C47F392B95,Subscription,2018-09-12,2018-12-11,282.69
Member 2018,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-12-30,2020-07-29,1858.95
Member 2020,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x32191D11C63C5BE35852EFA1641BF4F7,Subscription,2021-03-23,2021-09-22,20.25
Member 633,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x9029E58CACFC95AFC3EA97D3FC69CCDD,Subscription,2019-04-10,2019-07-09,441.45
Member 2021,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-12-09,2020-06-08,1858.95
Member 2022,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-03-18,2021-11-17,2365.2
Member 2023,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x552571FB73C845340408ED36920963B8,Subscription,2019-04-11,2019-07-10,206.55
Member 2024,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x6E7D18ED8F4B155CD754766A12B77795,Subscription,2019-12-13,2020-06-12,282.69
Member 2025,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-04-11,2020-04-10,2566.08
Member 2026,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xCFDC71144400EB58499E856230E8377E,Subscription,2021-06-30,2022-02-27,1701.0
Member 2027,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x849CA367DEF9707A9878805931CAAA3C,Subscription,2019-12-13,2020-06-12,221.94
Member 810,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-12-24,2020-12-23,68.85
Member 324,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-10-02,2020-10-01,68.85
Member 2028,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x0DAC7C46DC98EDBB1BDB75213E4D19B0,Subscription,2019-04-13,2020-04-12,68.85
Member 2029,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2018-10-18,2019-04-17,1858.95
Member 2030,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-12-05,2020-12-04,2566.08
Member 1092,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xF8BDD83EA6C73AE234569CE990FBCF32,Subscription,2019-03-15,2020-03-14,68.85
Member 2030,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x98C03E0D2E65D59C41A2C225551AA295,Subscription,2019-12-05,2021-01-31,2566.08
Member 2031,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x46EAC340877A8A41775F6C5054950397,Subscription,2019-01-21,2020-01-20,68.85
Member 2032,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x8B08F855F311859714A8FE1AB002A251,Subscription,2020-10-20,2021-04-19,295.65
Member 65,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x86599100ADCF87917CABCFB33CCAF96F,Subscription,2021-06-30,2021-12-29,376.65
Member 2033,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0x5062BDB4344FA5E923012263DB5A6448,Subscription,2019-03-15,2019-09-14,1673.46
Member 1006,0x69CB4E2FB587F20F7AF21D60E989ADAB,NAIOP,0xC41659ECD564EF6E5B99E7BF5C33966F,Subscription,2020-06-20,2020-12-19,295.65
